text,emotion
la2 el film kan dehk walahy,happiness
maho mesh keda mat3asabnish,angry
la2 mana mesh hasibek,neutral
baheb ashrab maya ktir,happiness
amatan berahtek,neutral
allah el farah emta embasatelek awe,happiness
walahy bahebek  matsada2ihomsh,happiness
3ayzin el 3ozoma emta,neutral
ana zah2an awee amatan,sadness
mashy mesh far2a ketir,neutral
tab walahy embasatelak,happiness
bamout fi film short w fanela w cap,happiness
law gebt hossan agibo bony wala abyad,neutral
yekhrebeit el zahma,angry
ana fe3lan lucky ba7ebek 7ata law 7esertek,happiness
rabena yerzo2na elhub da men omi yekhalehalk,happiness
ybne enta akbr bkteer ene awcfk bklam b7bk oxmblah,happiness
wallahy kanu youmeen mn l a5r,happiness
tayba w bahebk gedan walahi,happiness
hamout men el farha,happiness
l zoz ba3sha2ak walahy tayeb w gada3 kda,happiness
ba7ebak ybny w mat3rfsh m3ztk 3ndy,happiness
bthbek moots,happiness
tayeb w f7alk kda w b7bk awy walahy,happiness
ana ga3ana w zah2ana,sadness
el video da bayd7kny,happiness
rabna yakhlki lya w nafdel ashab 3ltol,happiness
ba7ebk de kelma 2olayela le elly 7aso leeky,happiness
akhoia al awi w mohtarm baheb al klam m3ak,happiness
bs kfaya soda3 dah eih dah,angry
mohatrma w gad3a w taiba tb3n 3arfa na bahbek ad eh,happiness
tab3n 3aref ghalwtk 3ndi ad akhoia,happiness
w7shteny noura wallahy twsly blslama insha2allah mstnyaki,happiness
ahla haga et2aletli enharda eni khaseet walahi day made,happiness
kikty u best rbna y5lyky lya o5ty,happiness
mostafezen awy ele bey2olo lordetchy de,angry
mn a7la surprises wrabena 7baiby kolko w isa m3 b3d 3 tol,happiness
bs ya btt,angry
3yza alam 3la washk,angry
habebty ya khokha walahy bahebkk w inchaallah ashofek tany,happiness
huwa leh kol l nas btheb l esm da da esm mo2rf wallahy,angry
h2om alps aho msaft el seka,neutral
ya habibi ya maulana,neutral
ya wesh el sa3d wel 7eir ba7ebk awy awy,happiness
7ayati enti,happiness
ya rou7i,neutral
leeh ba2a keda hat3asabni tani,angry
3omri m embasat keda ahla yom bgd,happiness
yarab nkhls mn l term da bs gebt akhri,angry
gam3a wehshaa feeha 3eyal wehshaa 7aga te2ref,angry
lolo l zalmny daymn bas b7bk walahy,happiness
ya gama3a efhamo ba2a matnarfezoush el wahed,angry
ana mosh ayla ay 7d yekalm,neutral
msh adra abatal dehk oxembllah,happiness
had y2oli hal ll malal,sadness
mabsouta awi fel hafla,happiness
s7 awi yarab nfdal mabsotin keda,happiness
b7bk w hanahtafel,happiness
mana ayelak eni bat3asab men keda,angry
w elhamdullah mafesh emtahan,happiness
hayaty maba2ash fiha gheir zaha2,sadness
tab yala 3ashan hasawat men el malal,sadness
mabrook 3lya,happiness
nemshi men anhy tary2,neutral
dawa2ni el 3asir lama ashoufak,neutral
alhamdulillah 3amalt helw akhiran,happiness
allah haro7 bar4lona,happiness
shokran 3al hedeya basateni,happiness
bgd msh hya,neutral
ana farfousha enaharda,happiness
leh inshallah ana msh 2ad el m2am,angry
ba7ebek ya masr,happiness
fel cinema w mostamte3a bel film,happiness
b7bhom awi,happiness
kefaya awe mara wa7da bgd kfaya,angry
2fltoli elyom,angry
kan f o8nya brdo el klam da w e7na fel safarya,neutral
walahy wala far2 m3ya ay haga,neutral
eh aly byd7k msh fahem ya3ni,angry
kwayes eni roht embasat awi,happiness
msh ana ely katebha walhy ya omar,neutral
baheb tary2et el kalam dih,happiness
eblouni fel shoghl elhamdollah,happiness
bafakr a2olaha,neutral
baheb el alwan dih ma3 ba3d,happiness
b7bko gdn wlahe ahla e5wat fe eldonia kolha,happiness
7abebby walahy,neutral
bahebk yaly,happiness
motahames awi ll match,happiness
7abeeby walhy ma3azetak ghalya 3andi,happiness
ha2ablak that,neutral
ana bamout f aflam w bamot fek,happiness
eh da eh elli 7assal da msh enty la2,neutral
bas walahi dlwati bahebk gedan,happiness
mesh bntklm kteer khaless bas bhebk,happiness
habebti ana kaman bahebk gedan,happiness
l msh saybny f bs ba7ebak awy,happiness
3ayz brdo zayak,neutral
ybny mat3rf b7bk ad tebtak de bastagda3ak gedan,happiness
ana d7kt gamd oxcembellah,happiness
3rftak mn kam shahr bas bahebak,happiness
wana ba7ebak awy walahy,happiness
mats2alnish met3asab leh,angry
7abebty,happiness
7abeby 3eshret 3omr,happiness
ana tahamast msh ader astana,happiness
w enti ya hbibti bamout fiki,happiness
enta bt3mel retweet lebnat samra wana samra fa ha,angry
wallah 7abebi ya zol,happiness
mesh 3arf walahy a2olk bs na b7bk y3ne,happiness
shkly hatnayl anafad,angry
kolna kda wlahy ya sis,neutral
music ya shabab keda,happiness
oksem bellah enta gabt el mofed yabny,happiness
shayfa el nas msh batfarag 3al 3esh2 el mamno3 dh mn 2011 dh enkarad,neutral
vow 3la mbc2 yala n3mel fshar,happiness
rabana yakhalik lea,happiness
hay3rafo emtak ba3deen,neutral
a5oya el kber habibi,happiness
fe eh ya ash2a ash2yt wallahy 3eeb ya ostaz,angry
okay msh 3arfa eh l 7aslna bs dyman hatfdali haga mohema 3andi love u,happiness
ba3sha2o bgd,happiness
akeed la2a ya3ni,angry
barbry ferind 7beby bellah w tayb w gad3 w ragel m3 ay 7ad w sdeky,happiness
3eid meiladk emta ayzin nahtafel,happiness
ana shakli hakamel atra2a,happiness
m3lshy 2alby,happiness
bd2t afqd qowaya el 3qlya bsbabo,angry
yabny ana bawad7 law 3ayzny matklmsh tmam,neutral
mtolosh eno himot dana awadeko f dahya,angry
kfaya zan,angry
3yza a2olk batfarag ala great gatspy w momel awi,sadness
w y5leky lya w yhaneky w 24ofk 2s3d w7da fl donya yarab,neutral
rbna y5leke lya,happiness
w74tene awe ya bnt ente,happiness
albi alah yaslmk rabna ya5liki lea,happiness
w74tne,happiness
rohy alby,happiness
tb w ana eh ya3ni,angry
yalla ana motahamesa,happiness
allah yalla,happiness
nti 3arfa m3ztk 3ndi bgd nti elly tl3t beki mn el app,happiness
helw awi 5odeeny ma3aki,happiness
wenty rabena ye5aleky wallahy,happiness
wala yehemek rabena y5aleky wallahy el 3azeem ana ba7bek,happiness
alby b342k bs kda,happiness
dwrt f 2lbe 3la 7aga tz3lne mnk ml2etsh 7ta el z3l rade 3nk,happiness
mashy wala htfdal msh fahm,angry
away mabsout eni hagi,happiness
7bibty w hayati,happiness
na msh a2ol 8eer eny b7bk w msh shayf nfse 8eer leek,happiness
mn 27la el ayam f3ln,happiness
bala klam momel,sadness
wala e7na mesh ad el ma2am msh fahma ya3ni,angry
weshm3ana ana btrody 3lia bati2,angry
haleyan f as3ad lahazat hayaty,happiness
ehlef kda 3ashan bada2t at3asab,angry
habbi oxembelah,happiness
bhbk aktar,happiness
dina w bas el hob kolo,happiness
lama el cruch y2oly bhb dehktk bambeset,happiness
kafaya law htb3do w t2rbo b mzagko mt2rboosh ml awal ahsan,angry
kolo byban 3la wa2t elgad,neutral
byb3t elkalam b3d fatra haga mostafeza,angry
ana m2drsh 5les 3al malal dah,sadness
ah tb3n nta hbibi,happiness
etkly 3ala alah nfsy aktb sa7bt el3rosa,happiness
alhamdulillah ahla yom walahi,happiness
halohool habeby,happiness
motahamesa awi l farahek bgd,happiness
rabena ykhaliko lba3d baheboko,happiness
a7la moslsal shofto w 3agabetny fekreto l7ad delwa2ty,happiness
narwtly hayate bahbha awi w wahshany gudn wlahe,happiness
leeh y3ny 3ayzin tehra2o dami w khalas,angry
lala mn gher mo2t3a,neutral
gama3a olooli hagat helwa ana mabsouta,happiness
msh h2ol 8er enk ro7 alby,happiness
wallahy mafesh mn l zaha2,sadness
inshallah tekouny kewayessa ba7ebk,happiness
tab law omt w gbthalk msh hayehsal kwayes,angry
fere7t far7et el donia el youm da,happiness
ana zehe2t mn el bastara di,sadness
hafdal zah2ana keda ba2a wala eh,sadness
ana msh adra msh ba3mel haga gdida,sadness
kalamha 3asabni awi,angry
el zahma dih betokhno2ni bgd hasbo,angry
ye3zemni 3ala farah ar2os fi minimum 7 sa3at,happiness
3ashan walahy msh tabee3i el zaha2 bta3 kol youm dah,sadness
yarab nefdal mabsotin keda bgd,happiness
yabenti enti bet3asabini eskoti ba2a,angry
ana ereft,angry
met3asaba ba2ali 3 ayam fi eh,angry
a3ad ktir awi ye3akesni w dami mahrou2,angry
mestaneya screenshot,neutral
fataht el account el gedid da la2eeto sahara et3asabt awi,angry
yalahwi baheb mama awi,happiness
sada2ni mafish had beyhebaha aktar meni,happiness
ma3rafsh bsaraha zorofha eh bas a3raf enaha mawgooda,neutral
saferna w embasatna gidan,happiness
nos masr kanet fl fayoum enharda,neutral
embareh kont kharga wel gaw kan tohfa,happiness
3omri ha3melha tani bsaraha haga qemma fl zaha2,sadness
begad law shoft ay ragel delwa2ti hafromo msh tay2ahom,angry
hahahahaha dahaktini momkin awi,happiness
eh el 7azz da yarabi,angry
bahebo awi,happiness
hat ramy zemeelak f belad oroba ma3ak ba2a,neutral
enta msh kont gai f march,neutral
ha3oum ar2os men el farha walahi,happiness
ya3ni ehh,angry
mabsouta awi,happiness
elgaw tohfa,happiness
hahaha shokran begad,happiness
el wahid 3ala akhro matokhno2onash ba2aaa,angry
wareeni 3ashan badat at3asab,angry
sabaaah el kheir wel gamal,happiness
bashofha bambeset 3alatoul,happiness
3ady,neutral
yarab ayami kolaha tefdal sa3ida keda,happiness
di shanta,neutral
kol m ashoufo bahes eni met3asab,angry
shoft wait hagebhalak,neutral
lama tekoon met3asab,angry
enti hena wala eh,neutral
baheb awi el perfume dih,happiness
ha2olaha kont batmaran ktir awi,neutral
mabda2eyan bas youmi ahsan mn youmko,happiness
sahya 3ala khabar khotoobet hadzyaa,happiness
3amalha w 3asabni f eskoto shwaya,angry
hahahaha allah 3al halawa,happiness
allah bahr mn el creeps,happiness
ah mot men el zaha2 khalas,sadness
msh 3ayza amoot men elzaha2 la2,sadness
3ala akhri bsaraha,angry
yalla ba2a msh adra atnafesss men el farha,happiness
akher soora 3andi el ba2i kolo videos,neutral
bala ghazala bala beta3 3ala belel wenaby,angry
kfaya hekd ba2a erhamouna,angry
khafeit w hanzel aboos torab el gym,happiness
leh as7a badri mn gher ay hadaf,angry
ouffff,angry
enta bt3mel fih eh yabni,neutral
msh 3arfa meen btetkalem bsaraha,neutral
karsaa,angry
3ayza 60 alf geneh ageeb kol el khawatem el 3agbani halan,neutral
enharda aktar youm momel f hayati,sadness
el wahid haymoot mn el zaha2 fi eh,sadness
ya omar fen el haga,angry
ana msh 3ayza,neutral
ana f ghayet sa3adti haleyan,happiness
sabah el kheir ya gama3a ana nefsi anam,neutral
gaw el safar dah,neutral
ageeb gazma moreeha menen,neutral
hageeb fostan mn hnak emta,neutral
haketlaha ya benti,neutral
haykoono el sabab f eflasi,angry
mata7amastsh kda lel new years mn sa3et etwaladt ta2reeban,happiness
baheb nirvana awi awi begad,happiness
ma3aki maya,neutral
bas ba2a ya shabab wenaby,angry
laaa el tehina heya el magarbtahash m3ah,neutral
dah wala el kolo ahmar,neutral
el coiffure kalemooni enharda basatouni,happiness
bakol pizza el sa3a 730 el sobh,neutral
ana mabsouta di ahsan haga hasalet f hayati f 2021,happiness
hasah hwa nafso nafs el shakhs,neutral
aywa momken dah,neutral
mosamem eno y3asabni f3lan,angry
ali elbes dah,neutral
kan esmek eh sa3etha,neutral
hwa ana etkhatabt emta walahy,neutral
kolaha ehteyagat,neutral
la msh tabee3i begad ana metghadeya enharda talat marat w ga3ana,angry
ana leh ga3ana tool el wa2t,angry
wareeeeeni,angry
ana shakli baheb el khabooti wala ehh,happiness
da as3ad khabar seme3to el shahr dah,happiness
azon eni mehtaga had yesa3edni,neutral
ta3ali,neutral
hahahahahahh kont hassa,happiness
da anhi,neutral
lessa kont bafakar a3mel 3eid miladha henak,neutral
bt2ooli eh,neutral
la yabni ba2olak maloush 3laka,neutral
ya3ni eh aslan,neutral
yess 3ayza akoon mabsoota,happiness
roht el gym akhiran,happiness
lesa bahebaha 3amatan,happiness
hahaha kan mn ahla talat ayam f hayati,happiness
elhamdulellah khadt nap w delwa2ti baheb kol el kakwab tani,happiness
qonbelet bahga,happiness
yalla nor2os w neghani,happiness
3awza te3mly eh el sanady,neutral
teftkry el 7ob bydoom,neutral
mt3asaba marohtsh el office ba2ali alf sana,angry
da el akhdar wala el azra2,neutral
olga gat,neutral
na2sak ana ba2a,angry
yarab el effects tesalini shwaya,sadness
hayaty momela keda leih bgd,sadness
da ehna tool el wa2t msh wehna bn complain bas,neutral
hanbatal emta,neutral
shoofi asghar aw akbar fl team dol el hayb2o asdeqa2ek,neutral
bezabt begad,neutral
mafish ay sabab yekhaliki telbesi keda fl gym,angry
a3mel ehhhh 3ashan ashghel nafsi tayeb aktar mn kda,sadness
heya hatmatar tani emta,neutral
ma3ndish haga,neutral
instagram fen,neutral
ay had 3ando taka salbeya yeb3ed 3ani ana mabsoota enharda,happiness
tab da eh el araf dah,angry
mowaf2a gidan yalla bina,happiness
kan enti wala hwa,neutral
ah yabni msh oltelak,neutral
yoh 3ala el hozn gama3a,angry
ana 3aysha ba2ali 26 sana akid ma3ndish favorite movie,neutral
bamoot f khefet damik,happiness
3omri m ha2felo tani eh da ya sheikha,angry
fa haghara2ko tweets ba2a 3ashan mn ha2i bsaraha,neutral
habebti eftahi shebakek ana geet,happiness
yanhar eswed wahashtooni awi,happiness
aslan el adweya msh mekafeya hahahahahaha,happiness
ehna leh mafatahnash magalat begad,neutral
law btshrabi hagat sokhna ktir b sokkar hawli t2aleli,neutral
el wahid zah2an ta3ban ga3an,sadness
ehna aslan olna feb ya arkham el sohab,angry
aktar oghneya bahebaha,happiness
atlob hagat ezay ana,neutral
eh hwar el lebs dah,neutral
baheb awi lama aktashef tahweer el nas,happiness
zah2ana awi begad,sadness
leh walahy,neutral
ana bahebaha awi mn kol alby b montaha el amana,happiness
hastakhdemha bas law lazem,neutral
ezay msh hatakhdeeni ana,angry
a2oloko haga kaman hahot makeup,neutral
di kol el khetat beta3ti,neutral
shayfa nafsi wana a3da 3al bahr fl gouna msh mohtama b ay mashakel 3alam,happiness
alby ma3aki ya habeebet alby,happiness
da asahne el emtahan wala eih,neutral
ba2oom akol kol el akl,neutral
nwadabha ay wa2t,neutral
ayzin nahtafel,happiness
faker yom eidmiladak,neutral
el lebs morih awi,happiness
oleeli,neutral
angazt fih,happiness
el wahid zah2an awi bsaraha,sadness
sharba 4 liters masalan,neutral
da eh el gamal dah walahy,happiness
ana lesa mestaneya,neutral
bezabt keda,neutral
el hagat di bene2la2 3aleha ba3den,neutral
shokran bgd 3ala kemeyet el rakhama dih,angry
msh ana bas elly shayfa keda,neutral
law gebtiha hadoos 3aleha abahdelhalek,angry
la2 msh hasa,neutral
mestaneyako,neutral
akhiran halbes fostan asfar,happiness
akhiran hahdar farah,happiness
ehlefi,neutral
2 eh yabenti ana mesawaraki 35 soora lewahdi,angry
momken bardo n3melha,neutral
elfilm dah ro3b,neutral
lameeto mn wahid bas,neutral
3ayza arooh farah w ar2os 3ala kol aghani,happiness
lesa ma2oltsh,neutral
la di rassedr 3ady msh dubai,neutral
mafish ay mobarer begad zero mobarer,angry
nayma 200 w sahya 600 3ashan leh el ensan maymawetsh nafso badri,angry
hahahahahaha 3azema,happiness
walahy,neutral
aywa ento,neutral
yabenti e32ali ba2a kolohom araf,angry
sabah el araf 3al sobh,angry
ana baheb mama awi,happiness
el application bta3 mongez da ahsan haga hasaletli,happiness
ana ha2oom albes w arooh delwa2ti,neutral
el sa3a kanet 11,neutral
hassa eni hamoot mn el zaha2,sadness
elhamdulellah eni magbtsh el fostan dah,happiness
msh 3arfa azakir ya tante,angry
3amalt interview f makan nefsi ashtaghal fi,happiness
helw elkalam dah,happiness
akhouya gai ma3aya,neutral
oltelhom yigo m3ana,neutral
nerouh no3od henak shwaya,neutral
lesa mebtedeya shoghl mn sa3a w nos,neutral
mehtaga had ye3meli el mawdou3 dah,neutral
homa hayelgho el afrah ba3d shahr 5 wala eh,neutral
el tet3ezem fina el awel takhod el tania,neutral
ya3ni eh talbaha ba2ali 5 mins w lesa mawsltsh,angry
3andi meeting el sa3a 1,neutral
momken neshouf by3mel eih,neutral
hassa eni hamoot mn el zaha2 f khelal sa3a el rob3,sadness
haga araf awi en el ensan yekoon hases b meh tool el wa2t,sadness
la ma3ndkish,neutral
bas da 60 enti mehtaga haga 45 masalan fl laziz kda,neutral
fataht website enharda sa3ten ela rob3,neutral
bahebaha awi,happiness
shoofi el donia ben2olek kda ba2alna seneen walahy,angry
ehna aslan hane3melha fl ha2i2a lama ashofha,neutral
aretha m3amar msh mehamar,neutral
ana ma3rafsh en fi haga esmaha roz hamam me3amar,neutral
el seafood beykhalini anam minimum 5 sa3at,neutral
baheb awi lama ashteri haga,happiness
nefsi f kemeyet junk food 3aneefa,neutral
hasa eni 3ayza ar2os,happiness
tenawari,happiness
el beta3 el mostakhdam me3asabni,angry
ok hassa eni motahamesa sika,happiness
el kawkab eta7ad embareh w qarar eno haykhalili hayati laziza,happiness
ensan,neutral
araf awi kol haga mo2refa,angry
mabroooook,happiness
ana kont nayma fel beit lewahdi,neutral
ed3o en moroor el sherouk bokra maykonsh fi gheri,neutral
bokra awel mara f hayati a3mel meshwar hokoomi mn gher wasta,happiness
ta3ali sawareeni naw,neutral
ya habebti yeg3al ayamek kolaha sa3ida,happiness
agebhoolek teshofi mn el shebak,neutral
yalla khalina nekhlas,neutral
hamoot mn el farha,happiness
msh tay2a nafsi 3al sobh mahdsh yekalemni,angry
el shabab bte2ra awel satren el ba2i maktoob bl yabani,neutral
el wahid by3mel eh fl wa2t da mn el youm ya gama3a,neutral
roht el supermarket gebt tofah,neutral
teego no3od f beyotna tayeb,neutral
el masters di akbar ghalta f hayati,angry
conditional love w 3arfeeno bas benezba l dah eih,neutral
heya beteshatghal hnak,neutral
hantaher mn el zaha2,sadness
yalahwi ya hadeer lazem ahkeelek 3al christmas bazar el rohto f zayed,happiness
la di aya,neutral
fen dah,neutral
hasa en di ana,neutral
shabab el tagamo3 hatshoofo el match fen,neutral
tab hanshoofo fen,neutral
hadeer enti mabtetfaragish 3ala kora begad ekhrasi,angry
momkin azawar shehada w mahdsh hay3raf,neutral
la la la matsebish el winter vibes tekhaliki teghlati ghalatat kareseya,angry
ya gama3a,neutral
bas ana lesa maftertsh,neutral
bab2a 3ayza asawat f nos el meetings,angry
ana la2eet ahla cooking channel fl hayah,happiness
heya vodafone malha begad,angry
ana zehe2t awi ya gama3a,sadness
heya el corona eh ra2yaha fel hafalat,neutral
msh hawala3 f nafsi la2,angry
la2a fl ayam el mehtaga as7a fiha badri bas,neutral
17 yo 3ayza ab2a lewahdi,neutral
aywa akid,neutral
ana hawala3 f nafsy,angry
kifaaya,angry
yalahwi merci khalis,happiness
awi ba2a,neutral
ba3mel kda bas law 9 el sobh akid hashelha,neutral
radwan hwa enta kont bt3mel eih f wa2t el tweet di,neutral
kareem ahla haga f hayati fl kawkab,happiness
ana batbeset awi lama el sayes bey2oli ya doctora,happiness
di el heya samna w sokkar,neutral
3andi el lebs dah,neutral
fatooret el kahraba betgeelak kam ya m3alem,neutral
anoos mehtag yes7a,neutral
hwa fi eh ya shabab,neutral
3andi meeting hayekhlas 2 hakhalas w agelko,neutral
ana dehekt awi,happiness
hahahahhaaha,happiness
hahgez tap dlwa2ty,neutral
ehna mehtageen neshoof ba3d kolena w neqarar,neutral
hab2a forma el awel,neutral
el philadelphia roll fiha kam calorie,neutral
fuego el fl tagamo3 hayeftah emta begad,neutral
carolina habeebet mama,happiness
nefsi caroline moderty teb2a sahbeti w msh 3arfa agebhalha ezay,happiness
awel mara,neutral
hwa hena,neutral
sabah el kheir ana zehe2t awi shokran,sadness
ahla goal,happiness
meen hatmoot mn el zaha2 naw,sadness
msh ader astana,neutral
3ayez akhrog,sadness
hat shisha,neutral
zeyad tayara,neutral
badeelo el zarf bey2oli kam dol ba7ba7i eedek m3ana,neutral
walahy hwa elhamdulellah bas ana hafar2a3 law mashoftesh bahr,sadness
ana zehe2t awi 3amatan,sadness
hahahahahahahaha la2 basheel el wehshin bas,happiness
wana bamoot fik ya albi,happiness
eh da fen dah emta,neutral
ana men el fans betou3o,happiness
bt7sebha ezay ya m3alem,neutral
edeeni el recipe,neutral
ahla 3eesha,happiness
eih el plan,neutral
khalik f aflam el mahraganat el deep ya 3am,neutral
ezay ya3ni di kanet btet3ala2,neutral
ahla foool kalto f hayati,happiness
akid abl el waba2,neutral
ah mashy,neutral
el live bta3 mohamed ramadan mn aktar 3 hagat mosaleya fl hayah,happiness
heya el supermarkets afla bokra,neutral
embasat awi,happiness
edit bta3 awel soora da,neutral
shofto bardo,neutral
oltelo,neutral
ha2olo yerod hader,neutral
ana 3amlah mn 6 senin masalan w 3omr da hasal,neutral
wanaa bardo,neutral
ba2a yenfa3 f citystars kaman sagda lel rab,happiness
ahla cheesecake ya gama3a,happiness
inshallah eventually hala2i sherka tesponsor hayati,neutral
wadouni el gouna,neutral
luxor ahla makan,happiness
khalasto,neutral
b amana ya gama3a,neutral
baheb el koshari,happiness
ana etkhana2t men el tari2a di,angry
ana baheb el akl,happiness
ana a3da ba2ali 10 sa3at mesh ba3mel haga,sadness
eih el faragh da,sadness
mat3asaboush el wahed ala el sobh,angry
mashy amatan mesh fare2ly,neutral
kemeyet el dabadib el fi el esharat,neutral
eih nezam el hafla,neutral
el gaw andoko eih,neutral
y3ny atfal2 wnta,angry
kan yom eswed yom ma 3reftk wlhi,angry
el 3en el t7t el ahwa bt3t cr,neutral
fe mel mafaresh de regaly ?,neutral
me7tagin outdoor cinemas f masr wallahy,neutral
ana 7amshy delwa2ty ya rab tekouny kewayesa we se7etek kewayesa 7*aly balek 3ala nafsek awy ro7y ba7ebk,happiness
a2olek eny ba7ebk sob7an elly 7*alany a7ebk kol el 7ob da ana fe3lan lucky ba7ebek 7ata law 7*esertek kefaya t3rafy ana ba7ebk ad eih,happiness
3ayz bas a2olk eny ba7ebk men 3*eer ay introductions without any reason la2 howa sara7a kol ma afakar ad eih enty gameela bakoun,happiness
la enty 7ala 5asa ?,neutral
alf salama 3aleky ,sadness
rabena yerzo2na elhub da men omi we yekhalehalk,happiness
ah omar yousry kan 3andena elnahrda 2allo law 3ayez temte7en tshoof mostawak bra7tak,surprise
el 3en el ta7t el ahwa 3la tol bta3t cr,neutral
*ba2la3lak el bornetta hahahaha*,happiness
a ya 5ara mana brod ahu,angry
khalass tamam 3ala ma3adna,neutral
??: el tweets bta3tek 3ala wd3ha awe w ehtmy b el snapchat aktr mn keda,neutral
aw 9 mesh faker belzabt wallahi efta7 el gadawel,neutral
howa byeddo 10. efta7 el gadawel aw es2al 3al group 7ad mn 10,neutral
?: ybne enta akbr bkteer ene awcfk bklam b7bk fash5 oxmblah,happiness
yalla b2a khels l gym.. t3rafy t3mly kda ?,surprise
wallahy kanu youmeen mn l a5r w 7elw awiii,happiness
kan 2ayel enbare7 w hassib katab 3al group,neutral
ya deen l nby a kemooz wa7shny oxm bellah wb a bro ?,happiness
3shan shoftny ?,surprise
msh mobrer la msh fadyen yms7oh wfadyen y7otoh bs ?,surprise
haga enak teza3a2 kol ely meday2ak men shakhs f wesho,angry
msh aktr,surprise
leh malhom bye3milo eh,surprise
kalet el jabal -aka- the mountain castle in as seen in late 1800 by david,neutral
3ayza ashofeik rayha nady emta?,neutral
love you ya,neutral
tayba w bahebk gedan walahi?,happiness
wael walahy,fear
eh el gamal da walahy,happiness
morning kan ka2eb ? @ giza egypt,sadness
alhamdullilah . at below 4,happiness
mashy bahsb,angry
ysma3 mn bo2ek rbna,happiness
eh el 7alawa de ya man,happiness
w kol yom a2ul bokra el khayef bokra maygesh,fear
:l zoz ba3sha2ak walahy tayeb w gada3 kda bas enta l fl ya zoz,happiness
khaleeh ahsan,angry
akbr wa7d zananbs ba7ebak ybny w mat3rfsh m3ztk 3ndy,happiness
3ayza 2 tickets l7aflet sharmoofers ely ba3d bokra raga2an 3shan khayef yfotny,fear
rabna yzedak men wasa3,happiness
"avatar awi y3ni, eh elhbal da",surprise
"yarab, 3shan etfg2t awiii",surprise
funniest thing .. lama tkalem spammer rewesh 7atet sowar banat,happiness
eh el hzar da msh ana ely7sal m3ah kda,surprise
bahebak ya mostafaaa !!,happiness
?: ra2sa damar tayeb w f7alk kda w b7bk awy walahy ??,happiness
akhasmak ah ah ah asebak la,fear
feen el shabah dah,surprise
7a2i2a ?,surprise
3ady kolhum 3ahat,angry
ana mesh 2ader afham fy nas bt7b faksan awy?,surprise
mafish had y3mely 8ada w mksla atbokh ?,sadness
?: mn l nas lb7bha wlahy w l wa7eed l sanad,happiness
"hatekmal kda kda, tfa2al",happiness
ana walla el section,surprise
3yza at3alem el,neutral
ana 5ayfa awii,fear
enta feen yabny msh la2ek,surprise
w7sh awii da,angry
walyy???,surprise
ya 3am mtz3alsh nafsak ,fear
eh el ba5t da,surprise
ana ga3ana w you're not helping,sadness
mesh 3arwa wakahy da bas el video bayd7kny,happiness
rekhma,angry
 elklam da y3asbny!!,angry
ya bnty malek?,surprise
"nsety el lw sm7t shklak kda, ht3sab 3alek 3alafekra",angry
hwana lazm ab2a 24 sa3a ba3yt lazm akon 3shan gdte sah?laken gher kda yb2a na msh z3lana 3leha? eh tkhlof da,angry
walahy tr2dary te2oly always mesh sometimes 5als ?,surprise
ana ma3mloe 3 quizat emar7 w ana naym hya de el elgd3ana ya3ny,sadness
??:okhti al mahtga a2olk nti eh banzbali?..taiba w gad3a w mohtrma yakhlki lya w nafdel ashab 3ltol?,happiness
rbna ynt2em menhom ,angry
msh la2y leya sora wana 7ale2 kolo sewar be da2ny,surprise
done ya basha kol tmam,happiness
hamoot,sadness
ya ba5t elly shabahek 3alshan enty mafeesh dofrek fe el donia kolaha,happiness
3arfa ? kont 7a7awel akoun sabab le fara7 leeky kont 7a3mel 2erd we tekouny sa3eeda enty aslan wegodek sa3ada lel donia kolaha kan nefsy,happiness
albek da lewa7do 7ekaya tayeb we abyad we 7enayen we neyeto asfa men el laban el 7aleeb wana ba7ebk de kelma 2olayela le elly 7aso leeky,happiness
3ayz bas a2olk enk gameela gameela tayeba we 7enayena we gad3a we bent osooul bent we bashoushah we 7enayena we albek 7enayen,happiness
eh el araf da ym3lem,angry
l ashkal l watya ketrt kda leh,angry
?: akhoia al awi w mohtarm baheb al klam m3ak,happiness
bs y baba nta we hwa 3shan mt3sabsh 3aleko,angry
kteer awii el klam da!,surprise
dah enta? kont bttfrg ala mickey mn waraya?,surprise
ah walahi,neutral
da 5arra awi aslun awl mara ashofo,angry
darget el quiz 7elwa awiii 10/10,happiness
da kan byt7fl 3lih wala a ?,surprise
?:mohatrma w gad3a w taiba tb3n 3arfa na bahbek ad eh,happiness
ana z3lan awii men el7war da,sadness
el sora da3et msh la2eha!,sadness
?:tab3n 3aref ghalwtk 3ndi ad 3rf na bhbek ad eh taieb w gad3 w mohtam yakhlek lia w tafdel akhoia w,happiness
ana t3ban awii w haro7 el mostashfa,sadness
y3am b7bak y3am,happiness
awel o8neya shayarteeha kant kefak enta fakarteeny we fakaretny b mama allah yer7amha rabena yer7amhom we ye3*fer lohom ba7ebk,happiness
lazm abtal azha2 mn elnas besor3a.,fear
5ayef gdan men el 7war da,fear
eskot badal ma a2om adrabak,angry
5er insha2allah y noura rbna yrg3ko blslama ?,sadness
w7shteny y noura wallahy twsly blslama insha2allah mstnyaki,neutral
el 7amd lellah afrez beda3a wet blue we raw hides we asbo3* el seba3*a esmaha dying 2olt a2olek wenty madab3*eya amar:),happiness
bgd? wnto 3mlen eh,surprise
kikty u are the best rbna y5lyky lya y o5ty,happiness
ely yes ma tego t2ololy de rzala kda,angry
ta2reban dah awhhash youm fe hayatte..,angry
